date,Value,Geography,Age,Qualification,Year of Arrival,Country of Birth
2011,884,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,457,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,970,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,605,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: United Kingdom
2011,4258,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: Ireland
2011,3956,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,2587,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1881,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,1228,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,6648,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,7214,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,12130,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,5869,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,4558,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Africa: Nigeria
2011,1688,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Africa: South Africa
2011,9852,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Africa: Other
2011,19891,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Middle East and Asia: China
2011,2883,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,19399,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Middle East and Asia: India
2011,7142,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Middle East and Asia: Pakistan
2011,23021,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,Middle East and Asia: Other
2011,1360,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,3596,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,The Americas and the Caribbean: United States
2011,393,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,2343,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,The Americas and the Caribbean: Other
2011,2724,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Level 4 qualifications and above,Arrived 2001-2011,"Antarctica, Oceania and other"
2011,61131,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Europe: United Kingdom
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Europe: Ireland
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Africa: Nigeria
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Africa: South Africa
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Africa: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Middle East and Asia: China
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Middle East and Asia: India
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,Middle East and Asia: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Europe: United Kingdom
2011,26,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Europe: Ireland
2011,19,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,72,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,5,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,8,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,29,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,14,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,26,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,18,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,13,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Africa: Nigeria
2011,15,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Africa: South Africa
2011,50,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Africa: Other
2011,11,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Middle East and Asia: China
2011,29,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,34,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Middle East and Asia: India
2011,55,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Middle East and Asia: Pakistan
2011,91,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,Middle East and Asia: Other
2011,12,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,25,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,The Americas and the Caribbean: United States
2011,6,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,13,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,The Americas and the Caribbean: Other
2011,15,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Europe: United Kingdom
2011,63,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Europe: Ireland
2011,106,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,177,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,47,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,118,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,136,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,110,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,181,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,307,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,106,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Africa: Nigeria
2011,91,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Africa: South Africa
2011,434,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Africa: Other
2011,52,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Middle East and Asia: China
2011,185,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,123,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Middle East and Asia: India
2011,239,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Middle East and Asia: Pakistan
2011,468,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,Middle East and Asia: Other
2011,22,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,145,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,84,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,152,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,52,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Europe: United Kingdom
2011,1786,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Europe: Ireland
2011,4174,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,3156,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,3085,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,2053,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,7851,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,23941,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,29286,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,5844,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,1665,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Africa: Nigeria
2011,1405,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Africa: South Africa
2011,5742,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Africa: Other
2011,15330,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Middle East and Asia: China
2011,3602,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,9037,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Middle East and Asia: India
2011,7456,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Middle East and Asia: Pakistan
2011,20223,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,Middle East and Asia: Other
2011,992,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,4075,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,The Americas and the Caribbean: United States
2011,266,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,3178,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,The Americas and the Caribbean: Other
2011,2453,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Other qualifications,Arrived 2001-2011,"Antarctica, Oceania and other"
2011,1687440,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Europe: United Kingdom
2011,2150,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Europe: Ireland
2011,116,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,4001,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,395,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,325,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,532,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,44,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,1488,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,817,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,125,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Africa: Nigeria
2011,367,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Africa: South Africa
2011,3835,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Africa: Other
2011,181,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Middle East and Asia: China
2011,4947,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Middle East and Asia: Bangladesh
2011,3873,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Middle East and Asia: India
2011,10173,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Middle East and Asia: Pakistan
2011,4756,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,Middle East and Asia: Other
2011,341,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,The Americas and the Caribbean: Canada
2011,388,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,The Americas and the Caribbean: United States
2011,608,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,641,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,The Americas and the Caribbean: Other
2011,1077,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Europe: United Kingdom
2011,3928,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Europe: Ireland
2011,204,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,1792,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,508,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,1268,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,580,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,111,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,803,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,3722,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,466,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Africa: Nigeria
2011,344,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Africa: South Africa
2011,5380,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Africa: Other
2011,707,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Middle East and Asia: China
2011,14464,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,6795,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Middle East and Asia: India
2011,16809,England and Wales (K04000001),Age 25 to 49,No qualifications,Arrived 1981-1990,Middle East and Asia: Pakistan
